order_id,date,amount,status
ORD_20260605_0001,2026-06-05,124.33,REFUNDED
ORD_20260605_0002,2026-06-05,195.68,REFUNDED
ORD_20260605_0003,2026-06-05,83.76,REFUNDED
ORD_20260605_0004,2026-06-05,476.86,REFUNDED
ORD_20260605_0005,2026-06-05,278.67,PENDING
ORD_20260605_0006,2026-06-05,69.61,REFUNDED
ORD_20260605_0007,2026-06-05,451.68,REFUNDED
ORD_20260605_0008,2026-06-05,244.34,REFUNDED
ORD_20260605_0009,2026-06-05,131.01,PENDING
ORD_20260605_0010,2026-06-05,356.61,PENDING
ORD_20260605_0011,2026-06-05,15.33,COMPLETED
ORD_20260605_0012,2026-06-05,293.55,CANCELLED
ORD_20260605_0013,2026-06-05,448.52,COMPLETED
ORD_20260605_0014,2026-06-05,16.09,COMPLETED
ORD_20260605_0015,2026-06-05,357.11,PENDING
ORD_20260605_0016,2026-06-05,317.49,PENDING
ORD_20260605_0017,2026-06-05,208.5,COMPLETED
ORD_20260605_0018,2026-06-05,154.94,PENDING
ORD_20260605_0019,2026-06-05,467.38,PENDING
ORD_20260605_0020,2026-06-05,167.86,COMPLETED
ORD_20260605_0021,2026-06-05,444.97,CANCELLED
ORD_20260605_0022,2026-06-05,183.21,CANCELLED
ORD_20260605_0023,2026-06-05,405.5,COMPLETED
ORD_20260605_0024,2026-06-05,69.56,REFUNDED
ORD_20260605_0025,2026-06-05,251.54,CANCELLED
ORD_20260605_0026,2026-06-05,161.17,REFUNDED
ORD_20260605_0027,2026-06-05,406.98,PENDING
ORD_20260605_0028,2026-06-05,461.96,PENDING
ORD_20260605_0029,2026-06-05,234.42,PENDING
ORD_20260605_0030,2026-06-05,240.95,REFUNDED
ORD_20260605_0031,2026-06-05,260.33,PENDING
ORD_20260605_0032,2026-06-05,333.7,REFUNDED
ORD_20260605_0033,2026-06-05,355.03,CANCELLED
ORD_20260605_0034,2026-06-05,399.44,PENDING
ORD_20260605_0035,2026-06-05,38.05,PENDING
ORD_20260605_0036,2026-06-05,438.3,PENDING
ORD_20260605_0037,2026-06-05,458.87,CANCELLED
ORD_20260605_0038,2026-06-05,346.51,COMPLETED
ORD_20260605_0039,2026-06-05,314.16,CANCELLED
ORD_20260605_0040,2026-06-05,454.09,COMPLETED
ORD_20260605_0041,2026-06-05,120.53,CANCELLED
ORD_20260605_0042,2026-06-05,217.33,REFUNDED
ORD_20260605_0043,2026-06-05,21.14,PENDING
ORD_20260605_0044,2026-06-05,335.4,COMPLETED
