order_id,date,amount,status
ORD_20260620_0001,2026-06-20,200.76,CANCELLED
ORD_20260620_0002,2026-06-20,497.64,COMPLETED
ORD_20260620_0003,2026-06-20,187.22,COMPLETED
ORD_20260620_0004,2026-06-20,320.17,CANCELLED
ORD_20260620_0005,2026-06-20,108.59,CANCELLED
ORD_20260620_0006,2026-06-20,230.21,CANCELLED
ORD_20260620_0007,2026-06-20,422.75,CANCELLED
ORD_20260620_0008,2026-06-20,278.89,CANCELLED
ORD_20260620_0009,2026-06-20,92.5,PENDING
ORD_20260620_0010,2026-06-20,369.66,PENDING
ORD_20260620_0011,2026-06-20,19.91,CANCELLED
ORD_20260620_0012,2026-06-20,269.14,REFUNDED
ORD_20260620_0013,2026-06-20,316.46,COMPLETED
ORD_20260620_0014,2026-06-20,53.15,COMPLETED
ORD_20260620_0015,2026-06-20,149.77,PENDING
ORD_20260620_0016,2026-06-20,23.82,COMPLETED
ORD_20260620_0017,2026-06-20,376.45,COMPLETED
ORD_20260620_0018,2026-06-20,272.03,PENDING
ORD_20260620_0019,2026-06-20,79.18,COMPLETED
ORD_20260620_0020,2026-06-20,227.51,REFUNDED
ORD_20260620_0021,2026-06-20,165.61,REFUNDED
ORD_20260620_0022,2026-06-20,468.16,CANCELLED
ORD_20260620_0023,2026-06-20,97.74,PENDING
ORD_20260620_0024,2026-06-20,113.07,CANCELLED
ORD_20260620_0025,2026-06-20,394.71,PENDING
ORD_20260620_0026,2026-06-20,378.96,CANCELLED
ORD_20260620_0027,2026-06-20,345.3,CANCELLED
ORD_20260620_0028,2026-06-20,386.11,CANCELLED
ORD_20260620_0029,2026-06-20,169.52,COMPLETED
ORD_20260620_0030,2026-06-20,301.69,PENDING
ORD_20260620_0031,2026-06-20,322.85,COMPLETED
ORD_20260620_0032,2026-06-20,413.38,CANCELLED
ORD_20260620_0033,2026-06-20,498.93,PENDING
ORD_20260620_0034,2026-06-20,378.99,PENDING
ORD_20260620_0035,2026-06-20,444.07,COMPLETED
ORD_20260620_0036,2026-06-20,58.21,REFUNDED
ORD_20260620_0037,2026-06-20,59.32,COMPLETED
ORD_20260620_0038,2026-06-20,241.67,CANCELLED
ORD_20260620_0039,2026-06-20,46.78,CANCELLED
ORD_20260620_0040,2026-06-20,426.71,PENDING
ORD_20260620_0041,2026-06-20,232.24,CANCELLED
ORD_20260620_0042,2026-06-20,188.43,CANCELLED
ORD_20260620_0043,2026-06-20,111.08,COMPLETED
ORD_20260620_0044,2026-06-20,44.37,PENDING
ORD_20260620_0045,2026-06-20,451.17,CANCELLED
ORD_20260620_0046,2026-06-20,176.0,CANCELLED
ORD_20260620_0047,2026-06-20,314.01,CANCELLED
ORD_20260620_0048,2026-06-20,324.5,PENDING
ORD_20260620_0049,2026-06-20,17.6,CANCELLED
ORD_20260620_0050,2026-06-20,30.22,PENDING
ORD_20260620_0051,2026-06-20,467.8,CANCELLED
ORD_20260620_0052,2026-06-20,63.22,COMPLETED
ORD_20260620_0053,2026-06-20,286.98,PENDING
ORD_20260620_0054,2026-06-20,188.73,PENDING
ORD_20260620_0055,2026-06-20,116.94,CANCELLED
ORD_20260620_0056,2026-06-20,66.51,COMPLETED
ORD_20260620_0057,2026-06-20,152.72,PENDING
ORD_20260620_0058,2026-06-20,377.71,CANCELLED
ORD_20260620_0059,2026-06-20,322.71,PENDING
ORD_20260620_0060,2026-06-20,181.69,PENDING
