order_id,date,amount,status
ORD_20260618_0001,2026-06-18,416.43,COMPLETED
ORD_20260618_0002,2026-06-18,197.03,COMPLETED
ORD_20260618_0003,2026-06-18,207.89,CANCELLED
ORD_20260618_0004,2026-06-18,333.13,REFUNDED
ORD_20260618_0005,2026-06-18,395.42,COMPLETED
ORD_20260618_0006,2026-06-18,134.76,REFUNDED
ORD_20260618_0007,2026-06-18,327.29,PENDING
ORD_20260618_0008,2026-06-18,471.27,PENDING
ORD_20260618_0009,2026-06-18,101.49,CANCELLED
ORD_20260618_0010,2026-06-18,227.27,COMPLETED
ORD_20260618_0011,2026-06-18,126.13,REFUNDED
ORD_20260618_0012,2026-06-18,423.51,REFUNDED
ORD_20260618_0013,2026-06-18,207.73,COMPLETED
ORD_20260618_0014,2026-06-18,423.45,COMPLETED
ORD_20260618_0015,2026-06-18,127.71,REFUNDED
ORD_20260618_0016,2026-06-18,68.36,PENDING
ORD_20260618_0017,2026-06-18,464.45,PENDING
ORD_20260618_0018,2026-06-18,207.21,CANCELLED
ORD_20260618_0019,2026-06-18,61.81,CANCELLED
ORD_20260618_0020,2026-06-18,46.43,REFUNDED
ORD_20260618_0021,2026-06-18,250.44,PENDING
ORD_20260618_0022,2026-06-18,494.4,CANCELLED
ORD_20260618_0023,2026-06-18,263.54,PENDING
ORD_20260618_0024,2026-06-18,169.99,COMPLETED
ORD_20260618_0025,2026-06-18,76.42,COMPLETED
ORD_20260618_0026,2026-06-18,365.53,CANCELLED
ORD_20260618_0027,2026-06-18,358.41,PENDING
ORD_20260618_0028,2026-06-18,379.46,COMPLETED
ORD_20260618_0029,2026-06-18,219.01,CANCELLED
ORD_20260618_0030,2026-06-18,424.73,REFUNDED
ORD_20260618_0031,2026-06-18,176.62,REFUNDED
ORD_20260618_0032,2026-06-18,486.19,CANCELLED
ORD_20260618_0033,2026-06-18,241.54,REFUNDED
ORD_20260618_0034,2026-06-18,100.76,REFUNDED
ORD_20260618_0035,2026-06-18,439.17,CANCELLED
ORD_20260618_0036,2026-06-18,102.45,REFUNDED
ORD_20260618_0037,2026-06-18,60.39,COMPLETED
ORD_20260618_0038,2026-06-18,339.73,COMPLETED
ORD_20260618_0039,2026-06-18,154.63,PENDING
ORD_20260618_0040,2026-06-18,214.02,COMPLETED
ORD_20260618_0041,2026-06-18,42.76,REFUNDED
ORD_20260618_0042,2026-06-18,192.15,PENDING
ORD_20260618_0043,2026-06-18,83.01,CANCELLED
ORD_20260618_0044,2026-06-18,469.32,REFUNDED
ORD_20260618_0045,2026-06-18,488.21,PENDING
ORD_20260618_0046,2026-06-18,340.6,REFUNDED
ORD_20260618_0047,2026-06-18,134.8,PENDING
ORD_20260618_0048,2026-06-18,344.91,REFUNDED
ORD_20260618_0049,2026-06-18,483.51,REFUNDED
ORD_20260618_0050,2026-06-18,448.77,PENDING
ORD_20260618_0051,2026-06-18,178.66,PENDING
ORD_20260618_0052,2026-06-18,100.44,CANCELLED
ORD_20260618_0053,2026-06-18,121.08,CANCELLED
ORD_20260618_0054,2026-06-18,331.35,PENDING
ORD_20260618_0055,2026-06-18,245.59,PENDING
ORD_20260618_0056,2026-06-18,311.07,COMPLETED
ORD_20260618_0057,2026-06-18,112.93,PENDING
ORD_20260618_0058,2026-06-18,306.62,REFUNDED
ORD_20260618_0059,2026-06-18,99.91,COMPLETED
ORD_20260618_0060,2026-06-18,83.73,CANCELLED
ORD_20260618_0061,2026-06-18,107.71,PENDING
ORD_20260618_0062,2026-06-18,109.92,PENDING
ORD_20260618_0063,2026-06-18,185.37,CANCELLED
ORD_20260618_0064,2026-06-18,101.87,CANCELLED
ORD_20260618_0065,2026-06-18,77.61,COMPLETED
ORD_20260618_0066,2026-06-18,485.25,REFUNDED
ORD_20260618_0067,2026-06-18,52.64,REFUNDED
ORD_20260618_0068,2026-06-18,171.25,CANCELLED
ORD_20260618_0069,2026-06-18,171.82,PENDING
ORD_20260618_0070,2026-06-18,133.58,COMPLETED
ORD_20260618_0071,2026-06-18,116.08,REFUNDED
ORD_20260618_0072,2026-06-18,355.67,REFUNDED
ORD_20260618_0073,2026-06-18,80.74,PENDING
ORD_20260618_0074,2026-06-18,397.41,REFUNDED
ORD_20260618_0075,2026-06-18,349.9,PENDING
ORD_20260618_0076,2026-06-18,461.54,REFUNDED
ORD_20260618_0077,2026-06-18,455.49,PENDING
ORD_20260618_0078,2026-06-18,347.46,COMPLETED
ORD_20260618_0079,2026-06-18,14.75,CANCELLED
ORD_20260618_0080,2026-06-18,425.36,COMPLETED
ORD_20260618_0081,2026-06-18,249.26,PENDING
