order_id,date,amount,status
ORD_20260609_0001,2026-06-09,65.34,PENDING
ORD_20260609_0002,2026-06-09,105.95,PENDING
ORD_20260609_0003,2026-06-09,141.4,COMPLETED
ORD_20260609_0004,2026-06-09,464.78,COMPLETED
ORD_20260609_0005,2026-06-09,113.34,CANCELLED
ORD_20260609_0006,2026-06-09,98.14,COMPLETED
ORD_20260609_0007,2026-06-09,108.55,COMPLETED
ORD_20260609_0008,2026-06-09,493.55,PENDING
ORD_20260609_0009,2026-06-09,385.48,REFUNDED
ORD_20260609_0010,2026-06-09,488.27,REFUNDED
ORD_20260609_0011,2026-06-09,314.56,PENDING
ORD_20260609_0012,2026-06-09,397.17,COMPLETED
ORD_20260609_0013,2026-06-09,13.05,COMPLETED
ORD_20260609_0014,2026-06-09,174.28,PENDING
ORD_20260609_0015,2026-06-09,61.33,CANCELLED
ORD_20260609_0016,2026-06-09,57.98,COMPLETED
ORD_20260609_0017,2026-06-09,469.51,PENDING
ORD_20260609_0018,2026-06-09,408.7,PENDING
ORD_20260609_0019,2026-06-09,201.31,CANCELLED
ORD_20260609_0020,2026-06-09,315.73,COMPLETED
ORD_20260609_0021,2026-06-09,232.05,CANCELLED
ORD_20260609_0022,2026-06-09,359.04,COMPLETED
ORD_20260609_0023,2026-06-09,395.14,PENDING
ORD_20260609_0024,2026-06-09,360.22,PENDING
ORD_20260609_0025,2026-06-09,162.13,CANCELLED
ORD_20260609_0026,2026-06-09,205.05,COMPLETED
ORD_20260609_0027,2026-06-09,36.95,PENDING
ORD_20260609_0028,2026-06-09,302.45,CANCELLED
ORD_20260609_0029,2026-06-09,34.26,REFUNDED
ORD_20260609_0030,2026-06-09,27.4,COMPLETED
ORD_20260609_0031,2026-06-09,332.56,COMPLETED
ORD_20260609_0032,2026-06-09,30.87,CANCELLED
ORD_20260609_0033,2026-06-09,458.08,PENDING
ORD_20260609_0034,2026-06-09,231.15,CANCELLED
ORD_20260609_0035,2026-06-09,444.71,REFUNDED
ORD_20260609_0036,2026-06-09,131.77,PENDING
ORD_20260609_0037,2026-06-09,309.13,COMPLETED
ORD_20260609_0038,2026-06-09,243.64,PENDING
ORD_20260609_0039,2026-06-09,102.42,REFUNDED
ORD_20260609_0040,2026-06-09,373.08,COMPLETED
ORD_20260609_0041,2026-06-09,118.14,REFUNDED
ORD_20260609_0042,2026-06-09,313.01,COMPLETED
ORD_20260609_0043,2026-06-09,186.8,REFUNDED
ORD_20260609_0044,2026-06-09,207.46,COMPLETED
ORD_20260609_0045,2026-06-09,472.72,COMPLETED
ORD_20260609_0046,2026-06-09,62.49,CANCELLED
ORD_20260609_0047,2026-06-09,32.89,PENDING
ORD_20260609_0048,2026-06-09,165.62,REFUNDED
ORD_20260609_0049,2026-06-09,249.54,COMPLETED
ORD_20260609_0050,2026-06-09,354.42,PENDING
ORD_20260609_0051,2026-06-09,342.39,REFUNDED
ORD_20260609_0052,2026-06-09,379.21,CANCELLED
ORD_20260609_0053,2026-06-09,123.34,COMPLETED
ORD_20260609_0054,2026-06-09,72.31,REFUNDED
ORD_20260609_0055,2026-06-09,293.4,CANCELLED
ORD_20260609_0056,2026-06-09,390.87,PENDING
ORD_20260609_0057,2026-06-09,485.27,PENDING
ORD_20260609_0058,2026-06-09,272.6,REFUNDED
ORD_20260609_0059,2026-06-09,317.89,REFUNDED
ORD_20260609_0060,2026-06-09,336.17,CANCELLED
ORD_20260609_0061,2026-06-09,243.63,REFUNDED
ORD_20260609_0062,2026-06-09,391.1,PENDING
