order_id,date,amount,status
ORD_20260614_0001,2026-06-14,105.58,REFUNDED
ORD_20260614_0002,2026-06-14,202.28,REFUNDED
ORD_20260614_0003,2026-06-14,86.55,PENDING
ORD_20260614_0004,2026-06-14,263.98,CANCELLED
ORD_20260614_0005,2026-06-14,70.69,CANCELLED
ORD_20260614_0006,2026-06-14,214.01,PENDING
ORD_20260614_0007,2026-06-14,495.57,CANCELLED
ORD_20260614_0008,2026-06-14,475.57,REFUNDED
ORD_20260614_0009,2026-06-14,67.41,REFUNDED
ORD_20260614_0010,2026-06-14,439.25,COMPLETED
ORD_20260614_0011,2026-06-14,183.97,REFUNDED
ORD_20260614_0012,2026-06-14,136.37,REFUNDED
ORD_20260614_0013,2026-06-14,362.36,REFUNDED
ORD_20260614_0014,2026-06-14,361.4,COMPLETED
ORD_20260614_0015,2026-06-14,242.89,PENDING
ORD_20260614_0016,2026-06-14,363.98,PENDING
ORD_20260614_0017,2026-06-14,111.48,REFUNDED
ORD_20260614_0018,2026-06-14,156.14,REFUNDED
ORD_20260614_0019,2026-06-14,137.84,REFUNDED
ORD_20260614_0020,2026-06-14,14.12,REFUNDED
ORD_20260614_0021,2026-06-14,358.45,COMPLETED
ORD_20260614_0022,2026-06-14,288.5,REFUNDED
ORD_20260614_0023,2026-06-14,73.22,REFUNDED
ORD_20260614_0024,2026-06-14,29.51,CANCELLED
ORD_20260614_0025,2026-06-14,452.25,REFUNDED
ORD_20260614_0026,2026-06-14,41.8,REFUNDED
ORD_20260614_0027,2026-06-14,293.37,PENDING
ORD_20260614_0028,2026-06-14,186.71,PENDING
ORD_20260614_0029,2026-06-14,403.59,COMPLETED
ORD_20260614_0030,2026-06-14,178.39,REFUNDED
ORD_20260614_0031,2026-06-14,420.59,CANCELLED
ORD_20260614_0032,2026-06-14,105.72,COMPLETED
ORD_20260614_0033,2026-06-14,442.84,PENDING
ORD_20260614_0034,2026-06-14,301.56,PENDING
ORD_20260614_0035,2026-06-14,331.32,COMPLETED
ORD_20260614_0036,2026-06-14,293.97,CANCELLED
ORD_20260614_0037,2026-06-14,51.86,CANCELLED
ORD_20260614_0038,2026-06-14,155.2,REFUNDED
ORD_20260614_0039,2026-06-14,350.06,COMPLETED
ORD_20260614_0040,2026-06-14,497.44,PENDING
ORD_20260614_0041,2026-06-14,140.23,PENDING
ORD_20260614_0042,2026-06-14,189.52,COMPLETED
ORD_20260614_0043,2026-06-14,187.19,REFUNDED
ORD_20260614_0044,2026-06-14,150.74,CANCELLED
ORD_20260614_0045,2026-06-14,241.13,CANCELLED
ORD_20260614_0046,2026-06-14,197.63,CANCELLED
ORD_20260614_0047,2026-06-14,498.4,REFUNDED
ORD_20260614_0048,2026-06-14,167.93,PENDING
ORD_20260614_0049,2026-06-14,455.79,PENDING
ORD_20260614_0050,2026-06-14,421.87,COMPLETED
ORD_20260614_0051,2026-06-14,99.16,REFUNDED
ORD_20260614_0052,2026-06-14,428.38,CANCELLED
ORD_20260614_0053,2026-06-14,108.62,COMPLETED
ORD_20260614_0054,2026-06-14,156.18,COMPLETED
ORD_20260614_0055,2026-06-14,214.23,CANCELLED
ORD_20260614_0056,2026-06-14,37.31,COMPLETED
ORD_20260614_0057,2026-06-14,262.09,REFUNDED
ORD_20260614_0058,2026-06-14,258.3,REFUNDED
ORD_20260614_0059,2026-06-14,422.93,PENDING
ORD_20260614_0060,2026-06-14,112.47,COMPLETED
ORD_20260614_0061,2026-06-14,309.36,COMPLETED
ORD_20260614_0062,2026-06-14,473.75,PENDING
ORD_20260614_0063,2026-06-14,460.25,REFUNDED
ORD_20260614_0064,2026-06-14,290.66,PENDING
ORD_20260614_0065,2026-06-14,479.7,CANCELLED
ORD_20260614_0066,2026-06-14,241.53,CANCELLED
ORD_20260614_0067,2026-06-14,271.84,PENDING
ORD_20260614_0068,2026-06-14,306.24,PENDING
ORD_20260614_0069,2026-06-14,46.03,CANCELLED
ORD_20260614_0070,2026-06-14,453.94,CANCELLED
ORD_20260614_0071,2026-06-14,199.58,COMPLETED
ORD_20260614_0072,2026-06-14,425.31,COMPLETED
ORD_20260614_0073,2026-06-14,47.05,PENDING
ORD_20260614_0074,2026-06-14,264.84,REFUNDED
ORD_20260614_0075,2026-06-14,312.91,PENDING
ORD_20260614_0076,2026-06-14,109.46,PENDING
ORD_20260614_0077,2026-06-14,321.49,PENDING
ORD_20260614_0078,2026-06-14,343.64,PENDING
ORD_20260614_0079,2026-06-14,367.77,REFUNDED
ORD_20260614_0080,2026-06-14,479.17,CANCELLED
ORD_20260614_0081,2026-06-14,225.63,REFUNDED
ORD_20260614_0082,2026-06-14,372.58,COMPLETED
ORD_20260614_0083,2026-06-14,43.33,PENDING
ORD_20260614_0084,2026-06-14,123.93,PENDING
ORD_20260614_0085,2026-06-14,90.38,PENDING
ORD_20260614_0086,2026-06-14,381.13,PENDING
ORD_20260614_0087,2026-06-14,172.45,PENDING
ORD_20260614_0088,2026-06-14,375.91,COMPLETED
ORD_20260614_0089,2026-06-14,315.8,CANCELLED
ORD_20260614_0090,2026-06-14,345.14,REFUNDED
ORD_20260614_0091,2026-06-14,395.85,COMPLETED
ORD_20260614_0092,2026-06-14,264.36,CANCELLED
ORD_20260614_0093,2026-06-14,415.53,REFUNDED
ORD_20260614_0094,2026-06-14,330.3,COMPLETED
ORD_20260614_0095,2026-06-14,101.21,CANCELLED
ORD_20260614_0096,2026-06-14,425.45,PENDING
