order_id,date,amount,status
ORD_20260616_0001,2026-06-16,48.86,REFUNDED
ORD_20260616_0002,2026-06-16,83.56,CANCELLED
ORD_20260616_0003,2026-06-16,124.61,CANCELLED
ORD_20260616_0004,2026-06-16,37.6,REFUNDED
ORD_20260616_0005,2026-06-16,45.44,PENDING
ORD_20260616_0006,2026-06-16,453.3,PENDING
ORD_20260616_0007,2026-06-16,304.7,REFUNDED
ORD_20260616_0008,2026-06-16,129.1,CANCELLED
ORD_20260616_0009,2026-06-16,87.75,REFUNDED
ORD_20260616_0010,2026-06-16,370.28,COMPLETED
ORD_20260616_0011,2026-06-16,203.53,PENDING
ORD_20260616_0012,2026-06-16,45.82,COMPLETED
ORD_20260616_0013,2026-06-16,176.88,PENDING
ORD_20260616_0014,2026-06-16,463.75,REFUNDED
ORD_20260616_0015,2026-06-16,369.88,REFUNDED
ORD_20260616_0016,2026-06-16,466.07,REFUNDED
ORD_20260616_0017,2026-06-16,493.58,CANCELLED
ORD_20260616_0018,2026-06-16,436.68,PENDING
ORD_20260616_0019,2026-06-16,178.7,CANCELLED
ORD_20260616_0020,2026-06-16,404.05,PENDING
ORD_20260616_0021,2026-06-16,198.74,CANCELLED
ORD_20260616_0022,2026-06-16,136.01,COMPLETED
ORD_20260616_0023,2026-06-16,216.02,PENDING
ORD_20260616_0024,2026-06-16,336.56,PENDING
ORD_20260616_0025,2026-06-16,284.9,CANCELLED
ORD_20260616_0026,2026-06-16,418.93,PENDING
ORD_20260616_0027,2026-06-16,297.45,PENDING
ORD_20260616_0028,2026-06-16,251.02,COMPLETED
ORD_20260616_0029,2026-06-16,59.5,PENDING
ORD_20260616_0030,2026-06-16,422.76,COMPLETED
ORD_20260616_0031,2026-06-16,473.55,PENDING
ORD_20260616_0032,2026-06-16,186.89,COMPLETED
ORD_20260616_0033,2026-06-16,17.1,REFUNDED
ORD_20260616_0034,2026-06-16,171.7,PENDING
ORD_20260616_0035,2026-06-16,447.72,PENDING
ORD_20260616_0036,2026-06-16,176.84,REFUNDED
ORD_20260616_0037,2026-06-16,100.19,COMPLETED
ORD_20260616_0038,2026-06-16,54.11,CANCELLED
ORD_20260616_0039,2026-06-16,406.64,REFUNDED
ORD_20260616_0040,2026-06-16,127.58,COMPLETED
ORD_20260616_0041,2026-06-16,324.62,COMPLETED
ORD_20260616_0042,2026-06-16,323.14,PENDING
ORD_20260616_0043,2026-06-16,229.2,COMPLETED
ORD_20260616_0044,2026-06-16,118.07,COMPLETED
ORD_20260616_0045,2026-06-16,318.66,PENDING
ORD_20260616_0046,2026-06-16,467.34,COMPLETED
ORD_20260616_0047,2026-06-16,198.98,CANCELLED
ORD_20260616_0048,2026-06-16,38.92,REFUNDED
ORD_20260616_0049,2026-06-16,236.69,CANCELLED
ORD_20260616_0050,2026-06-16,361.34,PENDING
ORD_20260616_0051,2026-06-16,208.17,PENDING
ORD_20260616_0052,2026-06-16,216.12,PENDING
ORD_20260616_0053,2026-06-16,298.56,PENDING
ORD_20260616_0054,2026-06-16,77.14,COMPLETED
ORD_20260616_0055,2026-06-16,426.55,PENDING
ORD_20260616_0056,2026-06-16,209.12,REFUNDED
ORD_20260616_0057,2026-06-16,487.92,PENDING
ORD_20260616_0058,2026-06-16,150.95,PENDING
ORD_20260616_0059,2026-06-16,137.38,REFUNDED
ORD_20260616_0060,2026-06-16,155.03,REFUNDED
ORD_20260616_0061,2026-06-16,401.26,PENDING
ORD_20260616_0062,2026-06-16,395.14,CANCELLED
ORD_20260616_0063,2026-06-16,460.36,CANCELLED
ORD_20260616_0064,2026-06-16,492.77,CANCELLED
ORD_20260616_0065,2026-06-16,224.62,PENDING
ORD_20260616_0066,2026-06-16,76.81,CANCELLED
ORD_20260616_0067,2026-06-16,119.44,PENDING
ORD_20260616_0068,2026-06-16,313.91,PENDING
ORD_20260616_0069,2026-06-16,499.66,CANCELLED
ORD_20260616_0070,2026-06-16,77.24,REFUNDED
ORD_20260616_0071,2026-06-16,452.81,COMPLETED
ORD_20260616_0072,2026-06-16,199.23,PENDING
ORD_20260616_0073,2026-06-16,233.1,PENDING
ORD_20260616_0074,2026-06-16,84.23,PENDING
ORD_20260616_0075,2026-06-16,89.43,COMPLETED
ORD_20260616_0076,2026-06-16,171.87,COMPLETED
ORD_20260616_0077,2026-06-16,376.62,COMPLETED
ORD_20260616_0078,2026-06-16,250.35,REFUNDED
ORD_20260616_0079,2026-06-16,267.59,COMPLETED
ORD_20260616_0080,2026-06-16,176.07,REFUNDED
ORD_20260616_0081,2026-06-16,348.98,COMPLETED
ORD_20260616_0082,2026-06-16,452.36,PENDING
ORD_20260616_0083,2026-06-16,487.52,COMPLETED
ORD_20260616_0084,2026-06-16,476.69,REFUNDED
ORD_20260616_0085,2026-06-16,49.01,REFUNDED
