order_id,date,amount,status
ORD_20260602_0001,2026-06-02,301.2,CANCELLED
ORD_20260602_0002,2026-06-02,39.78,REFUNDED
ORD_20260602_0003,2026-06-02,289.71,CANCELLED
ORD_20260602_0004,2026-06-02,94.13,PENDING
ORD_20260602_0005,2026-06-02,393.89,REFUNDED
ORD_20260602_0006,2026-06-02,431.69,CANCELLED
ORD_20260602_0007,2026-06-02,175.98,CANCELLED
ORD_20260602_0008,2026-06-02,274.7,PENDING
ORD_20260602_0009,2026-06-02,24.5,COMPLETED
ORD_20260602_0010,2026-06-02,268.36,PENDING
ORD_20260602_0011,2026-06-02,10.56,PENDING
ORD_20260602_0012,2026-06-02,264.45,CANCELLED
ORD_20260602_0013,2026-06-02,335.86,REFUNDED
ORD_20260602_0014,2026-06-02,406.59,COMPLETED
ORD_20260602_0015,2026-06-02,267.76,REFUNDED
ORD_20260602_0016,2026-06-02,352.37,PENDING
ORD_20260602_0017,2026-06-02,491.65,CANCELLED
ORD_20260602_0018,2026-06-02,112.75,COMPLETED
ORD_20260602_0019,2026-06-02,19.27,CANCELLED
ORD_20260602_0020,2026-06-02,360.02,COMPLETED
ORD_20260602_0021,2026-06-02,182.49,PENDING
ORD_20260602_0022,2026-06-02,287.19,COMPLETED
ORD_20260602_0023,2026-06-02,145.47,COMPLETED
ORD_20260602_0024,2026-06-02,317.61,REFUNDED
ORD_20260602_0025,2026-06-02,233.46,CANCELLED
ORD_20260602_0026,2026-06-02,131.23,PENDING
ORD_20260602_0027,2026-06-02,362.38,REFUNDED
ORD_20260602_0028,2026-06-02,335.93,CANCELLED
ORD_20260602_0029,2026-06-02,299.67,PENDING
ORD_20260602_0030,2026-06-02,326.19,COMPLETED
ORD_20260602_0031,2026-06-02,298.76,CANCELLED
ORD_20260602_0032,2026-06-02,390.31,CANCELLED
ORD_20260602_0033,2026-06-02,96.67,COMPLETED
ORD_20260602_0034,2026-06-02,435.85,COMPLETED
ORD_20260602_0035,2026-06-02,392.61,PENDING
ORD_20260602_0036,2026-06-02,288.09,PENDING
ORD_20260602_0037,2026-06-02,322.64,PENDING
ORD_20260602_0038,2026-06-02,383.28,COMPLETED
ORD_20260602_0039,2026-06-02,486.0,REFUNDED
ORD_20260602_0040,2026-06-02,132.65,PENDING
ORD_20260602_0041,2026-06-02,130.31,CANCELLED
ORD_20260602_0042,2026-06-02,310.67,REFUNDED
ORD_20260602_0043,2026-06-02,482.95,CANCELLED
ORD_20260602_0044,2026-06-02,94.48,REFUNDED
ORD_20260602_0045,2026-06-02,228.09,CANCELLED
ORD_20260602_0046,2026-06-02,390.27,COMPLETED
ORD_20260602_0047,2026-06-02,46.48,PENDING
ORD_20260602_0048,2026-06-02,406.29,CANCELLED
ORD_20260602_0049,2026-06-02,165.49,PENDING
ORD_20260602_0050,2026-06-02,186.8,COMPLETED
ORD_20260602_0051,2026-06-02,183.88,COMPLETED
ORD_20260602_0052,2026-06-02,368.0,COMPLETED
ORD_20260602_0053,2026-06-02,403.88,COMPLETED
ORD_20260602_0054,2026-06-02,335.1,COMPLETED
ORD_20260602_0055,2026-06-02,350.91,REFUNDED
ORD_20260602_0056,2026-06-02,186.82,CANCELLED
ORD_20260602_0057,2026-06-02,417.28,CANCELLED
ORD_20260602_0058,2026-06-02,242.51,CANCELLED
ORD_20260602_0059,2026-06-02,481.71,REFUNDED
ORD_20260602_0060,2026-06-02,138.1,CANCELLED
ORD_20260602_0061,2026-06-02,102.06,CANCELLED
ORD_20260602_0062,2026-06-02,287.49,COMPLETED
ORD_20260602_0063,2026-06-02,386.95,CANCELLED
ORD_20260602_0064,2026-06-02,155.61,PENDING
ORD_20260602_0065,2026-06-02,411.2,REFUNDED
ORD_20260602_0066,2026-06-02,42.46,REFUNDED
ORD_20260602_0067,2026-06-02,303.8,PENDING
ORD_20260602_0068,2026-06-02,410.1,CANCELLED
ORD_20260602_0069,2026-06-02,316.75,COMPLETED
ORD_20260602_0070,2026-06-02,187.81,COMPLETED
ORD_20260602_0071,2026-06-02,321.46,COMPLETED
ORD_20260602_0072,2026-06-02,366.8,PENDING
ORD_20260602_0073,2026-06-02,27.81,REFUNDED
ORD_20260602_0074,2026-06-02,302.17,REFUNDED
ORD_20260602_0075,2026-06-02,486.26,PENDING
ORD_20260602_0076,2026-06-02,164.34,REFUNDED
ORD_20260602_0077,2026-06-02,493.86,PENDING
ORD_20260602_0078,2026-06-02,24.53,CANCELLED
ORD_20260602_0079,2026-06-02,472.55,COMPLETED
ORD_20260602_0080,2026-06-02,286.77,CANCELLED
ORD_20260602_0081,2026-06-02,445.95,CANCELLED
ORD_20260602_0082,2026-06-02,365.42,COMPLETED
ORD_20260602_0083,2026-06-02,272.77,PENDING
ORD_20260602_0084,2026-06-02,237.93,REFUNDED
ORD_20260602_0085,2026-06-02,376.12,COMPLETED
ORD_20260602_0086,2026-06-02,161.84,CANCELLED
ORD_20260602_0087,2026-06-02,461.75,REFUNDED
