order_id,date,amount,status
ORD_20260623_0001,2026-06-23,364.61,COMPLETED
ORD_20260623_0002,2026-06-23,280.49,PENDING
ORD_20260623_0003,2026-06-23,49.64,COMPLETED
ORD_20260623_0004,2026-06-23,18.98,CANCELLED
ORD_20260623_0005,2026-06-23,127.8,REFUNDED
ORD_20260623_0006,2026-06-23,477.94,COMPLETED
ORD_20260623_0007,2026-06-23,361.48,COMPLETED
ORD_20260623_0008,2026-06-23,401.1,CANCELLED
ORD_20260623_0009,2026-06-23,198.99,REFUNDED
ORD_20260623_0010,2026-06-23,161.28,REFUNDED
ORD_20260623_0011,2026-06-23,380.75,CANCELLED
ORD_20260623_0012,2026-06-23,288.13,CANCELLED
ORD_20260623_0013,2026-06-23,225.11,CANCELLED
ORD_20260623_0014,2026-06-23,112.49,CANCELLED
ORD_20260623_0015,2026-06-23,224.68,COMPLETED
ORD_20260623_0016,2026-06-23,77.97,CANCELLED
ORD_20260623_0017,2026-06-23,473.01,COMPLETED
ORD_20260623_0018,2026-06-23,89.11,PENDING
ORD_20260623_0019,2026-06-23,117.09,REFUNDED
ORD_20260623_0020,2026-06-23,71.24,CANCELLED
ORD_20260623_0021,2026-06-23,57.57,PENDING
ORD_20260623_0022,2026-06-23,112.85,COMPLETED
ORD_20260623_0023,2026-06-23,21.76,PENDING
ORD_20260623_0024,2026-06-23,397.85,COMPLETED
ORD_20260623_0025,2026-06-23,38.05,REFUNDED
ORD_20260623_0026,2026-06-23,153.51,COMPLETED
ORD_20260623_0027,2026-06-23,38.49,CANCELLED
ORD_20260623_0028,2026-06-23,209.25,PENDING
ORD_20260623_0029,2026-06-23,187.96,REFUNDED
ORD_20260623_0030,2026-06-23,376.46,CANCELLED
ORD_20260623_0031,2026-06-23,475.38,CANCELLED
ORD_20260623_0032,2026-06-23,449.63,COMPLETED
ORD_20260623_0033,2026-06-23,238.99,CANCELLED
ORD_20260623_0034,2026-06-23,121.26,COMPLETED
ORD_20260623_0035,2026-06-23,442.63,COMPLETED
ORD_20260623_0036,2026-06-23,282.18,CANCELLED
ORD_20260623_0037,2026-06-23,343.21,CANCELLED
ORD_20260623_0038,2026-06-23,165.48,CANCELLED
ORD_20260623_0039,2026-06-23,64.48,REFUNDED
ORD_20260623_0040,2026-06-23,391.69,CANCELLED
ORD_20260623_0041,2026-06-23,55.6,REFUNDED
ORD_20260623_0042,2026-06-23,375.85,REFUNDED
ORD_20260623_0043,2026-06-23,340.27,COMPLETED
ORD_20260623_0044,2026-06-23,85.47,CANCELLED
ORD_20260623_0045,2026-06-23,59.78,PENDING
ORD_20260623_0046,2026-06-23,396.19,COMPLETED
ORD_20260623_0047,2026-06-23,372.52,CANCELLED
ORD_20260623_0048,2026-06-23,221.11,CANCELLED
ORD_20260623_0049,2026-06-23,416.98,CANCELLED
ORD_20260623_0050,2026-06-23,473.17,PENDING
ORD_20260623_0051,2026-06-23,356.57,PENDING
ORD_20260623_0052,2026-06-23,407.08,REFUNDED
ORD_20260623_0053,2026-06-23,300.98,PENDING
ORD_20260623_0054,2026-06-23,306.37,PENDING
ORD_20260623_0055,2026-06-23,110.39,PENDING
ORD_20260623_0056,2026-06-23,127.44,COMPLETED
ORD_20260623_0057,2026-06-23,472.73,CANCELLED
ORD_20260623_0058,2026-06-23,344.27,PENDING
ORD_20260623_0059,2026-06-23,449.93,PENDING
ORD_20260623_0060,2026-06-23,35.65,CANCELLED
ORD_20260623_0061,2026-06-23,338.01,REFUNDED
ORD_20260623_0062,2026-06-23,217.67,COMPLETED
ORD_20260623_0063,2026-06-23,439.92,CANCELLED
