order_id,date,amount,status
ORD_20260606_0001,2026-06-06,258.65,REFUNDED
ORD_20260606_0002,2026-06-06,80.9,PENDING
ORD_20260606_0003,2026-06-06,317.77,COMPLETED
ORD_20260606_0004,2026-06-06,128.48,REFUNDED
ORD_20260606_0005,2026-06-06,141.61,CANCELLED
ORD_20260606_0006,2026-06-06,282.98,PENDING
ORD_20260606_0007,2026-06-06,377.91,PENDING
ORD_20260606_0008,2026-06-06,272.19,PENDING
ORD_20260606_0009,2026-06-06,151.08,PENDING
ORD_20260606_0010,2026-06-06,110.06,PENDING
ORD_20260606_0011,2026-06-06,369.27,PENDING
ORD_20260606_0012,2026-06-06,25.48,CANCELLED
ORD_20260606_0013,2026-06-06,420.9,COMPLETED
ORD_20260606_0014,2026-06-06,41.6,COMPLETED
ORD_20260606_0015,2026-06-06,171.79,REFUNDED
ORD_20260606_0016,2026-06-06,408.24,PENDING
ORD_20260606_0017,2026-06-06,258.29,CANCELLED
ORD_20260606_0018,2026-06-06,268.54,COMPLETED
ORD_20260606_0019,2026-06-06,306.16,PENDING
ORD_20260606_0020,2026-06-06,276.75,COMPLETED
ORD_20260606_0021,2026-06-06,475.48,REFUNDED
ORD_20260606_0022,2026-06-06,389.85,CANCELLED
ORD_20260606_0023,2026-06-06,62.42,CANCELLED
ORD_20260606_0024,2026-06-06,366.09,COMPLETED
ORD_20260606_0025,2026-06-06,434.83,PENDING
ORD_20260606_0026,2026-06-06,80.65,REFUNDED
ORD_20260606_0027,2026-06-06,311.08,CANCELLED
ORD_20260606_0028,2026-06-06,263.71,COMPLETED
ORD_20260606_0029,2026-06-06,54.5,CANCELLED
ORD_20260606_0030,2026-06-06,144.58,CANCELLED
ORD_20260606_0031,2026-06-06,377.63,REFUNDED
ORD_20260606_0032,2026-06-06,466.79,COMPLETED
ORD_20260606_0033,2026-06-06,27.97,COMPLETED
ORD_20260606_0034,2026-06-06,304.51,CANCELLED
ORD_20260606_0035,2026-06-06,290.09,REFUNDED
ORD_20260606_0036,2026-06-06,404.38,CANCELLED
ORD_20260606_0037,2026-06-06,406.05,CANCELLED
ORD_20260606_0038,2026-06-06,213.71,REFUNDED
ORD_20260606_0039,2026-06-06,308.23,CANCELLED
ORD_20260606_0040,2026-06-06,126.89,CANCELLED
ORD_20260606_0041,2026-06-06,297.89,CANCELLED
ORD_20260606_0042,2026-06-06,113.73,PENDING
ORD_20260606_0043,2026-06-06,89.46,COMPLETED
ORD_20260606_0044,2026-06-06,236.42,CANCELLED
ORD_20260606_0045,2026-06-06,450.55,CANCELLED
ORD_20260606_0046,2026-06-06,401.71,REFUNDED
ORD_20260606_0047,2026-06-06,233.66,CANCELLED
ORD_20260606_0048,2026-06-06,65.4,COMPLETED
ORD_20260606_0049,2026-06-06,258.88,PENDING
ORD_20260606_0050,2026-06-06,325.0,REFUNDED
ORD_20260606_0051,2026-06-06,369.13,PENDING
ORD_20260606_0052,2026-06-06,293.08,PENDING
ORD_20260606_0053,2026-06-06,279.26,REFUNDED
ORD_20260606_0054,2026-06-06,267.88,CANCELLED
ORD_20260606_0055,2026-06-06,109.4,COMPLETED
ORD_20260606_0056,2026-06-06,264.14,CANCELLED
ORD_20260606_0057,2026-06-06,438.89,CANCELLED
ORD_20260606_0058,2026-06-06,134.74,COMPLETED
ORD_20260606_0059,2026-06-06,286.1,COMPLETED
ORD_20260606_0060,2026-06-06,154.88,PENDING
ORD_20260606_0061,2026-06-06,246.88,PENDING
ORD_20260606_0062,2026-06-06,485.01,CANCELLED
ORD_20260606_0063,2026-06-06,379.92,REFUNDED
ORD_20260606_0064,2026-06-06,46.47,COMPLETED
ORD_20260606_0065,2026-06-06,141.19,COMPLETED
ORD_20260606_0066,2026-06-06,267.61,CANCELLED
ORD_20260606_0067,2026-06-06,44.47,REFUNDED
ORD_20260606_0068,2026-06-06,316.07,PENDING
ORD_20260606_0069,2026-06-06,265.89,CANCELLED
ORD_20260606_0070,2026-06-06,83.21,CANCELLED
ORD_20260606_0071,2026-06-06,148.07,REFUNDED
ORD_20260606_0072,2026-06-06,375.7,PENDING
ORD_20260606_0073,2026-06-06,395.74,REFUNDED
ORD_20260606_0074,2026-06-06,386.21,CANCELLED
ORD_20260606_0075,2026-06-06,193.42,PENDING
ORD_20260606_0076,2026-06-06,33.04,PENDING
ORD_20260606_0077,2026-06-06,261.52,REFUNDED
ORD_20260606_0078,2026-06-06,473.95,PENDING
