order_id,date,amount,status
ORD_20260626_0001,2026-06-26,359.12,REFUNDED
ORD_20260626_0002,2026-06-26,142.67,COMPLETED
ORD_20260626_0003,2026-06-26,182.36,REFUNDED
ORD_20260626_0004,2026-06-26,245.31,CANCELLED
ORD_20260626_0005,2026-06-26,315.46,CANCELLED
ORD_20260626_0006,2026-06-26,126.28,CANCELLED
ORD_20260626_0007,2026-06-26,46.61,CANCELLED
ORD_20260626_0008,2026-06-26,305.35,CANCELLED
ORD_20260626_0009,2026-06-26,79.67,CANCELLED
ORD_20260626_0010,2026-06-26,174.67,CANCELLED
ORD_20260626_0011,2026-06-26,343.97,REFUNDED
ORD_20260626_0012,2026-06-26,489.18,PENDING
ORD_20260626_0013,2026-06-26,274.45,PENDING
ORD_20260626_0014,2026-06-26,379.22,CANCELLED
ORD_20260626_0015,2026-06-26,296.22,PENDING
ORD_20260626_0016,2026-06-26,499.37,COMPLETED
ORD_20260626_0017,2026-06-26,48.62,CANCELLED
ORD_20260626_0018,2026-06-26,129.84,COMPLETED
ORD_20260626_0019,2026-06-26,468.81,COMPLETED
ORD_20260626_0020,2026-06-26,23.26,CANCELLED
ORD_20260626_0021,2026-06-26,75.73,COMPLETED
ORD_20260626_0022,2026-06-26,113.73,COMPLETED
ORD_20260626_0023,2026-06-26,441.16,CANCELLED
ORD_20260626_0024,2026-06-26,202.14,CANCELLED
ORD_20260626_0025,2026-06-26,476.94,CANCELLED
ORD_20260626_0026,2026-06-26,361.96,PENDING
ORD_20260626_0027,2026-06-26,429.13,CANCELLED
ORD_20260626_0028,2026-06-26,341.56,REFUNDED
ORD_20260626_0029,2026-06-26,440.91,PENDING
ORD_20260626_0030,2026-06-26,261.27,COMPLETED
ORD_20260626_0031,2026-06-26,256.05,PENDING
ORD_20260626_0032,2026-06-26,343.89,REFUNDED
ORD_20260626_0033,2026-06-26,21.37,PENDING
ORD_20260626_0034,2026-06-26,254.49,PENDING
ORD_20260626_0035,2026-06-26,193.04,REFUNDED
ORD_20260626_0036,2026-06-26,257.43,REFUNDED
ORD_20260626_0037,2026-06-26,306.44,COMPLETED
ORD_20260626_0038,2026-06-26,351.95,PENDING
ORD_20260626_0039,2026-06-26,66.35,COMPLETED
ORD_20260626_0040,2026-06-26,435.76,CANCELLED
ORD_20260626_0041,2026-06-26,278.72,CANCELLED
ORD_20260626_0042,2026-06-26,473.6,PENDING
ORD_20260626_0043,2026-06-26,277.06,COMPLETED
ORD_20260626_0044,2026-06-26,407.64,COMPLETED
ORD_20260626_0045,2026-06-26,246.01,REFUNDED
ORD_20260626_0046,2026-06-26,76.33,CANCELLED
ORD_20260626_0047,2026-06-26,118.96,PENDING
ORD_20260626_0048,2026-06-26,281.66,CANCELLED
ORD_20260626_0049,2026-06-26,232.28,COMPLETED
ORD_20260626_0050,2026-06-26,201.59,CANCELLED
