order_id,date,amount,status
ORD_20260629_0001,2026-06-29,319.98,COMPLETED
ORD_20260629_0002,2026-06-29,249.59,PENDING
ORD_20260629_0003,2026-06-29,133.93,REFUNDED
ORD_20260629_0004,2026-06-29,477.68,REFUNDED
ORD_20260629_0005,2026-06-29,445.93,PENDING
ORD_20260629_0006,2026-06-29,422.12,PENDING
ORD_20260629_0007,2026-06-29,259.77,COMPLETED
ORD_20260629_0008,2026-06-29,235.06,REFUNDED
ORD_20260629_0009,2026-06-29,162.06,CANCELLED
ORD_20260629_0010,2026-06-29,363.12,REFUNDED
ORD_20260629_0011,2026-06-29,140.91,COMPLETED
ORD_20260629_0012,2026-06-29,128.74,PENDING
ORD_20260629_0013,2026-06-29,428.07,CANCELLED
ORD_20260629_0014,2026-06-29,354.44,PENDING
ORD_20260629_0015,2026-06-29,485.15,CANCELLED
ORD_20260629_0016,2026-06-29,126.33,COMPLETED
ORD_20260629_0017,2026-06-29,110.61,PENDING
ORD_20260629_0018,2026-06-29,144.99,PENDING
ORD_20260629_0019,2026-06-29,212.09,REFUNDED
ORD_20260629_0020,2026-06-29,266.58,REFUNDED
ORD_20260629_0021,2026-06-29,65.65,PENDING
ORD_20260629_0022,2026-06-29,110.4,COMPLETED
ORD_20260629_0023,2026-06-29,56.91,PENDING
ORD_20260629_0024,2026-06-29,348.95,REFUNDED
ORD_20260629_0025,2026-06-29,14.66,COMPLETED
ORD_20260629_0026,2026-06-29,410.16,REFUNDED
ORD_20260629_0027,2026-06-29,300.62,REFUNDED
ORD_20260629_0028,2026-06-29,216.59,CANCELLED
ORD_20260629_0029,2026-06-29,290.7,CANCELLED
ORD_20260629_0030,2026-06-29,121.1,REFUNDED
ORD_20260629_0031,2026-06-29,215.31,PENDING
ORD_20260629_0032,2026-06-29,63.01,COMPLETED
ORD_20260629_0033,2026-06-29,360.88,REFUNDED
ORD_20260629_0034,2026-06-29,363.12,CANCELLED
ORD_20260629_0035,2026-06-29,299.65,REFUNDED
ORD_20260629_0036,2026-06-29,398.2,REFUNDED
ORD_20260629_0037,2026-06-29,202.99,COMPLETED
ORD_20260629_0038,2026-06-29,96.47,CANCELLED
ORD_20260629_0039,2026-06-29,437.24,CANCELLED
ORD_20260629_0040,2026-06-29,161.15,CANCELLED
ORD_20260629_0041,2026-06-29,323.6,PENDING
ORD_20260629_0042,2026-06-29,264.65,CANCELLED
ORD_20260629_0043,2026-06-29,165.81,CANCELLED
ORD_20260629_0044,2026-06-29,291.29,COMPLETED
ORD_20260629_0045,2026-06-29,403.08,PENDING
ORD_20260629_0046,2026-06-29,414.36,PENDING
ORD_20260629_0047,2026-06-29,435.44,PENDING
ORD_20260629_0048,2026-06-29,65.41,CANCELLED
ORD_20260629_0049,2026-06-29,281.98,REFUNDED
ORD_20260629_0050,2026-06-29,404.31,REFUNDED
ORD_20260629_0051,2026-06-29,106.67,PENDING
ORD_20260629_0052,2026-06-29,309.88,CANCELLED
ORD_20260629_0053,2026-06-29,66.46,COMPLETED
ORD_20260629_0054,2026-06-29,326.59,COMPLETED
ORD_20260629_0055,2026-06-29,195.19,REFUNDED
ORD_20260629_0056,2026-06-29,454.81,PENDING
ORD_20260629_0057,2026-06-29,144.3,REFUNDED
ORD_20260629_0058,2026-06-29,68.87,PENDING
ORD_20260629_0059,2026-06-29,396.48,REFUNDED
ORD_20260629_0060,2026-06-29,173.32,COMPLETED
ORD_20260629_0061,2026-06-29,211.33,CANCELLED
ORD_20260629_0062,2026-06-29,120.37,CANCELLED
ORD_20260629_0063,2026-06-29,369.38,REFUNDED
ORD_20260629_0064,2026-06-29,158.11,REFUNDED
ORD_20260629_0065,2026-06-29,430.45,PENDING
ORD_20260629_0066,2026-06-29,47.93,COMPLETED
ORD_20260629_0067,2026-06-29,313.94,CANCELLED
ORD_20260629_0068,2026-06-29,17.23,CANCELLED
ORD_20260629_0069,2026-06-29,46.24,COMPLETED
ORD_20260629_0070,2026-06-29,229.24,CANCELLED
ORD_20260629_0071,2026-06-29,455.48,REFUNDED
ORD_20260629_0072,2026-06-29,429.85,CANCELLED
ORD_20260629_0073,2026-06-29,399.64,COMPLETED
ORD_20260629_0074,2026-06-29,122.12,CANCELLED
ORD_20260629_0075,2026-06-29,244.22,REFUNDED
ORD_20260629_0076,2026-06-29,428.21,PENDING
ORD_20260629_0077,2026-06-29,162.09,REFUNDED
ORD_20260629_0078,2026-06-29,227.44,COMPLETED
ORD_20260629_0079,2026-06-29,183.0,CANCELLED
ORD_20260629_0080,2026-06-29,62.56,COMPLETED
ORD_20260629_0081,2026-06-29,288.97,COMPLETED
ORD_20260629_0082,2026-06-29,427.21,COMPLETED
ORD_20260629_0083,2026-06-29,386.77,REFUNDED
ORD_20260629_0084,2026-06-29,69.71,REFUNDED
